sandra,1 4 3 2 1 2 5 2 2 2 0 4 4 4 5 2 4 2 1 5 2 0 1 3 5 3 0 5 1 0 2 2 5 2 2 3 3 2 4 3 0 4 3 0 4 2 1 3 3 4
rebecca,4 2 2 1 0 2 5 1 4 2 0 4 2 1 1 3 0 3 2 4 1 0 1 5 3 2 2 1 2 2 2 3 3 2 0 1 2 3 5 2 3 0 1 5 2 3 4 5 1 1
benjamin,4 5 3 0 5 1 3 4 1 2 0 5 2 3 0 0 5 3 0 4 1 3 3 4 1 3 1 0 3 0 4 1 4 1 1 1 4 2 3 0 5 1 5 0 2 0 3 2 1 2
jacqueline,3 4 0 1 2 1 2 0 2 2 2 0 3 3 3 1 4 0 1 0 2 2 3 5 3 3 1 4 2 3 3 4 3 3 4 3 2 4 2 3 1 4 4 5 4 2 2 3 3 4
arthur,5 4 5 3 3 1 5 2 2 1 1 1 4 4 3 1 4 2 1 5 1 1 2 2 2 2 3 1 4 2 4 1 2 5 1 1 1 5 4 2 2 3 2 5 2 1 3 5 4 2
mary,2 3 1 0 4 1 3 3 1 1 4 2 1 3 0 1 0 0 1 2 4 2 3 2 4 3 1 2 0 1 2 1 5 0 1 2 0 5 4 5 5 5 3 5 0 1 3 3 0 1
timothy,2 1 2 2 1 4 4 0 3 0 1 5 2 2 2 0 4 1 3 4 1 2 1 0 3 4 2 3 3 5 4 0 0 2 2 1 4 3 2 3 0 4 4 4 4 1 2 5 1 2
katherine,5 3 0 1 2 1 2 3 1 2 3 1 0 2 0 2 5 1 2 0 1 2 2 4 5 5 1 4 2 2 1 3 5 2 0 3 4 5 1 4 5 2 4 0 1 1 4 2 4 3
christian,5 1 3 0 1 2 2 5 3 3 0 5 2 3 1 2 0 5 1 2 1 1 4 4 4 3 3 3 4 2 1 5 5 1 1 2 2 5 0 4 5 2 4 0 3 5 1 4 5 3
kimberly,5 4 3 0 4 0 5 2 0 4 1 3 5 3 2 1 4 3 2 4 1 1 2 0 4 5 1 5 2 4 0 1 5 4 0 1 3 1 3 2 0 4 3 0 1 3 1 2 0 0
russell,1 4 3 0 2 3 3 1 1 2 3 5 1 1 4 0 0 1 2 4 1 3 3 1 5 0 2 1 4 1 1 4 4 0 2 2 1 4 5 4 4 4 4 4 2 2 1 2 3 3
elizabeth,5 3 2 0 0 1 2 2 4 3 4 0 0 4 3 5 4 4 2 2 1 0 4 1 5 5 3 1 1 3 2 2 5 2 2 0 2 3 0 4 3 5 0 4 0 1 3 3 5 2
gregory,5 5 5 2 1 1 3 1 2 4 2 2 3 4 2 3 5 1 2 3 3 0 3 2 2 3 1 2 3 1 3 2 5 3 1 2 3 4 3 4 1 0 3 0 1 2 3 3 1 2
carl,2 5 4 0 1 3 3 2 5 4 4 0 5 2 3 1 5 2 0 3 2 1 4 0 5 4 4 1 5 4 4 5 5 1 2 3 5 4 5 4 5 2 3 4 3 0 1 3 2 3
john,3 2 5 0 3 0 0 2 1 0 1 2 1 4 3 1 0 2 1 5 2 2 3 1 3 1 3 4 3 4 0 3 0 1 2 3 0 4 4 0 3 0 3 4 1 0 1 0 3 4
judith,4 1 4 1 1 0 4 2 3 2 2 4 4 1 1 4 5 0 2 2 1 4 2 4 5 3 2 4 1 1 3 3 5 1 4 3 0 3 2 2 5 3 5 5 1 1 2 1 0 3
scott,0 4 4 1 1 1 3 4 0 3 3 2 1 3 1 2 5 2 1 5 0 2 1 0 5 5 1 1 1 2 2 1 2 3 0 2 4 5 5 5 3 2 2 4 5 1 2 3 1 4
lauren,3 2 3 0 1 0 4 0 2 4 2 1 5 2 1 5 4 2 2 3 1 4 0 1 1 5 4 4 1 1 1 2 4 4 2 3 4 4 2 4 3 2 5 0 3 2 0 4 2 3
gloria,5 5 1 1 3 1 3 1 0 1 2 1 5 1 2 4 5 1 1 4 0 2 2 2 1 5 3 4 4 3 0 1 5 2 0 3 4 5 2 5 3 2 4 0 2 5 1 2 5 3
rachel,3 3 1 4 1 1 1 0 5 5 2 5 3 1 2 2 5 5 1 2 0 2 5 1 5 5 4 5 1 1 4 3 3 0 2 0 2 2 2 4 5 4 1 5 1 1 0 4 2 4
alice,0 1 0 4 2 2 4 2 1 0 3 5 1 4 2 3 0 0 1 3 0 0 1 1 2 0 1 1 1 0 4 2 0 4 1 2 5 4 2 2 5 5 1 5 3 5 2 3 3 1
gerald,5 4 3 3 1 0 2 1 1 2 2 2 4 1 2 1 4 1 2 1 1 1 1 3 5 0 2 4 1 0 1 5 0 0 2 2 4 2 5 2 2 2 2 4 4 1 5 4 0 1
megan,2 5 4 3 1 2 4 1 1 2 2 3 5 4 5 3 0 4 2 1 2 3 1 2 0 1 0 4 1 0 0 5 2 0 1 2 3 2 0 4 1 0 3 4 1 0 3 0 2 0
linda,5 4 0 4 2 1 5 1 3 2 1 0 2 1 1 1 0 1 2 1 1 1 3 1 2 1 1 5 1 1 2 2 5 2 0 0 0 4 3 5 3 2 2 4 5 2 4 0 5 3
victoria,2 3 1 2 0 0 2 0 4 2 0 4 2 1 4 2 0 2 3 4 2 2 0 3 4 5 0 1 1 2 1 4 2 3 0 1 3 1 2 3 5 3 4 0 4 2 2 1 1 0
ethan,4 4 3 4 0 3 2 1 1 0 3 5 2 4 2 1 4 3 1 4 1 0 2 3 4 2 0 3 2 0 2 4 5 1 1 1 1 3 3 2 2 4 5 0 3 2 0 2 3 2
kevin,4 0 1 2 1 0 5 1 2 3 2 2 0 0 1 1 0 3 3 2 3 2 0 4 3 2 1 0 4 2 2 1 2 0 3 4 4 5 0 4 1 2 5 4 0 0 3 2 4 4
ann,3 3 3 1 0 1 3 3 5 3 1 2 3 5 5 2 5 3 0 2 1 2 1 0 2 0 2 2 1 2 1 2 5 1 0 2 5 3 5 5 4 2 2 4 2 4 4 5 5 1
peter,5 4 2 1 2 3 4 0 2 1 1 2 2 1 2 2 4 2 1 2 2 1 1 3 4 2 1 2 5 1 5 2 4 2 1 2 2 5 2 4 2 2 5 4 3 1 1 1 5 1
dennis,2 2 5 1 1 2 2 2 5 3 1 5 3 4 3 2 0 2 2 3 0 2 0 1 4 3 2 2 3 2 3 2 5 1 0 1 3 4 5 3 4 3 2 0 3 1 1 4 0 1
mark,4 3 1 3 3 0 3 3 0 2 1 2 0 2 1 2 5 1 2 0 1 2 2 1 4 4 0 3 2 1 2 3 5 0 4 0 0 3 4 3 2 0 4 4 4 2 3 5 2 0
jordan,3 3 1 0 1 0 5 2 2 1 1 5 5 2 0 4 4 2 0 5 0 1 0 2 5 3 1 2 0 1 1 5 5 2 2 1 2 0 3 4 5 4 4 4 0 1 1 1 0 5
pamela,0 0 0 2 1 1 5 1 3 1 1 2 4 0 1 2 5 5 3 5 0 0 2 1 0 2 1 4 0 3 5 3 3 2 1 2 3 5 1 0 0 3 3 0 2 0 1 0 3 5
larry,4 1 3 4 2 4 0 1 1 2 2 5 2 1 0 2 4 2 1 0 0 4 3 2 4 4 1 0 1 1 0 1 3 0 5 1 5 5 5 5 0 3 4 0 2 2 1 1 4 1
rose,2 2 4 2 4 2 3 2 1 2 1 2 5 1 3 2 4 4 0 2 1 3 2 4 4 3 1 3 5 2 5 4 2 1 2 1 3 4 4 1 3 2 4 0 1 3 0 4 1 3
angela,4 1 4 0 2 4 2 3 3 3 1 5 2 0 1 5 5 2 2 4 3 1 2 4 5 3 2 0 2 1 1 3 5 4 1 3 5 0 1 0 5 4 2 4 1 2 4 5 5 5
bobby,5 2 1 2 4 1 5 3 3 0 1 0 2 1 4 1 5 0 1 4 1 0 4 1 3 2 0 0 2 1 1 4 4 1 3 2 5 3 5 5 5 3 4 0 0 1 4 2 5 2
sharon,3 2 2 1 1 1 5 1 3 1 0 2 2 1 3 3 5 1 5 3 2 4 1 0 3 5 2 3 2 0 3 5 1 1 3 3 2 5 4 3 0 4 4 0 3 3 1 5 5 5
cheryl,3 1 4 2 1 3 5 0 3 4 0 4 0 3 4 1 4 5 1 5 0 3 0 4 3 3 0 2 1 0 0 3 2 1 2 1 4 2 2 5 3 2 5 5 2 1 3 1 4 2
matthew,1 3 4 0 1 1 2 2 0 4 3 3 3 1 1 1 4 0 4 5 0 3 0 2 2 5 1 5 1 1 4 2 1 1 0 3 5 1 5 5 3 3 5 5 4 1 2 5 1 1
olivia,2 5 2 0 5 3 2 3 2 5 3 4 3 1 1 2 5 0 1 0 3 0 0 1 5 0 1 2 2 0 1 4 4 2 4 1 2 0 1 5 5 4 4 0 2 1 3 4 2 1
andrew,2 2 1 5 0 0 3 2 2 1 2 1 1 1 4 4 4 2 3 1 3 1 0 1 3 1 1 5 2 0 2 2 3 2 0 3 5 3 5 4 4 3 5 0 2 1 3 4 1 4
amber,5 3 3 4 0 2 0 1 0 2 0 3 2 0 1 2 4 1 1 4 2 2 2 5 1 5 0 4 1 5 3 5 2 0 2 3 0 4 4 4 4 5 4 0 2 1 3 2 5 3
deborah,4 5 2 0 1 2 3 1 3 1 5 1 3 2 2 2 4 0 3 2 1 3 4 3 4 4 0 4 2 1 0 5 4 3 2 0 5 4 1 4 4 2 4 4 3 3 2 4 0 0
susan,5 1 3 4 1 1 4 1 1 0 3 4 1 2 2 2 4 3 0 2 2 2 0 3 2 2 2 0 1 2 1 3 2 0 1 0 2 3 4 0 5 3 0 4 1 2 0 4 1 5
beverly,2 1 2 1 1 2 5 2 4 3 0 5 3 3 2 1 0 3 2 2 4 1 2 2 4 4 1 1 1 0 4 2 3 1 3 1 2 3 5 3 4 0 3 4 3 4 2 3 3 5
alexander,4 5 3 1 0 0 4 4 2 4 2 3 5 3 2 2 4 4 0 3 2 5 2 2 4 2 1 1 2 1 2 1 0 1 0 2 2 5 5 4 5 4 5 0 4 2 2 3 4 4
amanda,5 0 0 0 2 2 5 1 2 2 2 4 1 2 0 4 0 5 1 5 1 1 2 0 5 3 2 3 0 3 2 1 0 2 4 3 3 5 1 4 3 5 2 0 4 1 1 0 1 2
anna,0 1 1 2 0 1 2 0 4 1 4 4 5 2 4 1 5 2 0 5 1 1 4 3 4 2 1 4 3 0 2 1 0 4 0 0 2 4 2 5 4 4 2 5 0 0 5 3 1 2
ryan,5 3 2 0 2 1 0 1 2 2 1 3 3 3 0 2 5 3 2 2 0 3 1 3 2 0 3 5 1 2 1 4 4 2 2 1 2 5 1 1 4 5 2 4 5 2 1 2 4 1
lawrence,4 2 0 2 1 0 5 0 5 0 2 2 4 2 4 1 0 3 3 4 0 2 1 0 5 5 3 1 3 4 1 2 4 1 1 3 3 1 2 5 2 4 5 4 1 4 2 1 3 2
kyle,2 1 3 0 1 0 2 1 2 2 0 5 3 3 4 3 4 2 3 1 2 0 4 0 3 5 0 1 2 0 2 4 5 1 2 1 3 3 2 4 5 0 3 5 4 0 2 0 5 3
nancy,2 2 0 2 1 1 5 1 2 3 1 0 4 2 0 3 4 5 1 0 1 1 0 3 3 5 0 0 1 0 2 1 0 1 3 3 5 2 3 2 1 5 1 5 4 2 2 2 5 5
tiffany,4 2 2 1 3 0 2 2 1 1 2 4 3 3 3 1 5 0 2 2 3 3 4 2 0 2 1 1 5 1 0 5 0 0 1 0 0 1 3 4 5 5 2 5 5 0 5 1 5 2
kathleen,5 3 2 1 1 0 5 1 0 1 3 4 4 3 3 3 4 1 5 3 2 2 1 1 5 3 3 2 0 2 2 5 4 0 2 1 2 2 4 2 3 0 1 0 0 1 0 0 2 5
marilyn,5 1 1 2 4 0 4 2 5 1 1 2 2 3 2 1 0 4 1 0 0 1 2 4 3 4 3 3 2 1 2 5 5 3 3 1 2 5 4 4 5 5 3 4 2 1 3 3 2 1
emily,4 0 1 1 1 3 2 2 3 5 2 4 3 3 1 0 5 2 0 2 1 4 1 2 4 2 0 5 4 1 1 2 5 2 1 2 5 2 1 3 4 3 5 0 2 1 1 4 0 3
teresa,3 1 4 4 3 2 3 2 2 2 2 2 4 2 1 1 5 3 0 5 2 1 0 1 5 3 1 3 0 5 3 2 5 2 0 2 2 4 5 3 3 2 3 0 1 1 3 3 3 2
ralph,3 2 3 1 3 2 2 0 2 3 2 5 3 4 1 1 4 0 0 5 0 2 3 1 0 5 1 1 3 1 3 5 5 1 2 0 3 0 0 5 5 2 2 0 4 2 3 1 3 2
amy,5 4 3 2 1 3 1 1 3 0 1 3 2 2 5 3 0 1 4 1 2 3 2 5 2 2 2 1 2 2 5 2 3 0 0 2 5 0 3 3 5 2 3 4 4 0 3 1 4 2
shirley,1 1 0 1 2 1 4 1 4 3 0 4 5 2 2 2 4 5 2 0 2 3 1 3 1 3 1 2 2 2 0 5 4 1 1 1 1 3 4 3 1 1 5 5 4 3 2 3 2 5
carol,0 1 1 4 3 0 2 0 1 2 3 0 2 5 1 1 4 2 4 5 2 0 2 2 4 1 4 0 2 1 5 3 4 0 2 3 4 3 5 5 5 2 2 4 4 0 2 1 0 3
henry,1 0 3 1 3 2 1 0 2 5 0 5 4 1 1 3 4 4 2 5 1 5 2 2 0 3 3 2 5 2 2 3 3 0 2 1 2 1 3 5 5 5 5 4 3 4 2 4 5 2
brandon,5 3 5 3 3 4 0 1 1 2 0 1 4 4 2 1 4 1 1 2 3 1 0 1 4 0 2 3 2 5 2 5 3 1 0 1 0 4 1 0 2 4 4 4 0 2 2 4 4 2
dorothy,4 5 1 2 0 3 2 2 3 4 3 5 3 3 1 1 0 2 3 5 0 1 1 5 3 5 0 1 1 2 3 0 5 2 2 2 5 3 0 4 2 3 0 0 5 5 0 3 3 2
eric,2 4 5 0 1 3 5 2 0 3 1 4 2 2 0 1 4 1 1 5 2 2 1 2 3 0 1 5 0 1 2 4 4 5 3 0 2 2 4 3 3 1 4 0 4 1 5 3 3 1
raymond,5 5 1 0 0 1 5 2 4 2 2 2 5 3 4 2 0 4 2 5 0 2 3 2 3 4 1 3 2 0 1 5 4 1 0 2 5 1 1 4 5 3 1 4 1 2 3 5 5 0
adam,5 0 2 0 2 1 4 1 3 2 0 3 5 1 4 3 5 1 4 4 2 1 1 4 3 1 4 2 0 5 4 0 2 0 3 1 4 2 5 4 5 2 4 4 3 0 2 3 2 4
johnny,5 1 2 2 2 2 4 3 4 2 1 4 2 3 1 2 0 2 2 5 4 0 3 1 0 0 1 1 0 2 2 1 5 1 1 4 5 2 4 3 5 5 3 4 1 3 2 2 0 5
